layerCount,neuronCount,neuronInputCount,trainMACE,testMACE,trainARGM,testARGM
11,51,81,0.031846788,0.03228278,0.037283335,0.0399
51,11,81,0.031073673,0.03154132,0.03605,0.0362
51,81,11,0.039065037,0.03918162,0.05925,0.0581
11,81,51,0.031232776,0.03156912,0.03645,0.0385
21,31,71,0.032013193,0.03238354,0.0366,0.0388
31,71,21,0.035858136,0.03600357,0.048716668,0.0515
71,21,31,0.033252478,0.033399984,0.04155,0.0426
31,21,71,0.031154856,0.03169192,0.03708333,0.039
21,71,31,0.033842433,0.03406364,0.04191667,0.043
71,31,21,0.036431015,0.036509547,0.047233332,0.0476
61,71,11,0.04126527,0.041161686,0.061816666,0.0609
71,11,61,0.032033358,0.032313257,0.038083334,0.0395
61,11,71,0.030503519,0.031083347,0.035583332,0.0379
71,61,11,0.040352035,0.04041134,0.05951667,0.0605
11,71,61,0.031824075,0.03233188,0.03751667,0.0398
11,61,71,0.032135416,0.032552484,0.036483333,0.0389
31,31,51,0.031222057,0.031751234,0.03755,0.04
31,51,31,0.034965824,0.03527848,0.043116666,0.0447
51,31,31,0.035082646,0.03517185,0.044816665,0.0448
51,91,11,0.039994486,0.0401673,0.058633335,0.0611
51,11,91,0.03138628,0.03178614,0.03625,0.0369
11,51,91,0.030414034,0.030695818,0.0353,0.036
91,11,51,0.031516027,0.031996835,0.037466668,0.0393
11,91,51,0.03204413,0.03247837,0.037166666,0.0379
91,51,11,0.03996166,0.03991798,0.06105,0.0621
41,41,31,0.033403732,0.033858478,0.04115,0.0425
41,31,41,0.032996442,0.03335841,0.039133333,0.039
31,41,41,0.031533785,0.031709712,0.03785,0.0408
61,21,41,0.03203878,0.032487787,0.037966665,0.0396
61,41,21,0.036437314,0.03655764,0.047116667,0.0476
21,41,61,0.030993024,0.031749222,0.035516668,0.0377
41,61,21,0.035410672,0.035818435,0.045016665,0.0466
21,61,41,0.031772215,0.032250904,0.03845,0.0409
41,21,61,0.030848922,0.031077037,0.035016667,0.0365
21,81,31,0.03347155,0.034089565,0.0405,0.0427
31,21,81,0.030804818,0.031331673,0.033983335,0.0358
81,21,31,0.033241667,0.033370715,0.04235,0.043
31,81,21,0.035400342,0.03561892,0.0472,0.0496
21,31,81,0.030208783,0.03072696,0.035716668,0.0369
81,31,21,0.036379892,0.0365303,0.0468,0.0475
11,61,81,0.030569661,0.03102666,0.035633333,0.0369
81,11,61,0.031456657,0.032021824,0.036183335,0.0382
61,81,11,0.04080276,0.04076121,0.059716668,0.0584
81,61,11,0.04099625,0.040888708,0.061033335,0.0607
61,11,81,0.031629164,0.03209294,0.0364,0.0377
11,81,61,0.03035987,0.030859085,0.035383333,0.0381
51,21,51,0.032238334,0.03264882,0.03765,0.0396
51,51,21,0.03508989,0.035375427,0.04568333,0.0492
21,51,51,0.032083366,0.032368578,0.03735,0.0388
71,11,71,0.030430827,0.030959547,0.034333333,0.0373
11,71,71,0.029670497,0.030276721,0.034933332,0.0372
71,71,11,0.040383328,0.04061702,0.056266665,0.0567
61,31,31,0.033050977,0.033607587,0.03985,0.0395
